39.35090 115.36790 CC CCYIX BHZ 0.185
38.52870 114.36620 CC CCXIT BHZ 0.171
38.36830 114.02410 CC CCGAN BHZ 0.221
38.00240 114.30700 CC CCLUQ BHZ 0.217
38.14720 114.57750 CC CCZDN SHZ -0.185
37.79050 114.37110 CC CCYUS BHZ 0.214
39.61530 116.68520 CC CCFHY SHZ -0.185
39.58060 117.13400 CC CCHBT SHZ 0.000
39.38230 114.02100 CC CCLIQ BHZ 1.053
40.37660 120.24420 CC CCSUZ BHZ 0.041
38.01040 117.68000 CC CCDAS BHZ 0.019
41.18570 114.37730 HE L1305 SHZ 1.479
40.31680 115.96660 BU BUQSD SHZ 1.159
38.90600 121.62800 LN LNDLI BHZ 0.065
